code,description
S56921A,Laceration of unspecified muscles fascia and tendons at forearm level right arm initial encounter
S56991A,Other injury of unspecified muscles fascia and tendons at forearm level right arm initial encounter
S5700XA,Crushing injury of unspecified elbow initial encounter
S58011A,Complete traumatic amputation at elbow level right arm initial encounter
S58021A,Partial traumatic amputation at elbow level right arm initial encounter
S58111A,Complete traumatic amputation at level between elbow and wrist right arm initial encounter
S58121A,Partial traumatic amputation at level between elbow and wrist right arm initial encounter
S58911A,Complete traumatic amputation of right forearm level unspecified initial encounter
S58921A,Partial traumatic amputation of right forearm level unspecified initial encounter
S59001A,Unspecified physeal fracture of lower end of ulna right arm initial encounter for closed fracture
S59011A,Salter-Harris Type I physeal fracture of lower end of ulna right arm initial encounter for closed fracture
S59091A,Other physeal fracture of lower end of ulna right arm initial encounter for closed fracture
S59101A,Unspecified physeal fracture of upper end of radius right arm initial encounter for closed fracture
S59111A,Salter-Harris Type I physeal fracture of upper end of radius right arm initial encounter for closed fracture
S59191A,Other physeal fracture of upper end of radius right arm initial encounter for closed fracture
S59201A,Unspecified physeal fracture of lower end of radius right arm initial encounter for closed fracture
S59211A,Salter-Harris Type I physeal fracture of lower end of radius right arm initial encounter for closed fracture
S59291A,Other physeal fracture of lower end of radius right arm initial encounter for closed fracture
S59801A,Other specified injuries of right elbow initial encounter
S59901A,Unspecified injury of right elbow initial encounter
S6000XA,Contusion of unspecified finger without damage to nail initial encounter
S60311A,Abrasion of right thumb initial encounter
S60321A,Blister (nonthermal) of right thumb initial encounter
S60341A,External constriction of right thumb initial encounter
S60351A,Superficial foreign body of right thumb initial encounter
S60361A,Insect bite (nonvenomous) of right thumb initial encounter
S60371A,Other superficial bite of right thumb initial encounter
S60410A,Abrasion of right index finger initial encounter
S60420A,Blister (nonthermal) of right index finger initial encounter
S60440A,External constriction of right index finger initial encounter
S60450A,Superficial foreign body of right index finger initial encounter
S60460A,Insect bite (nonvenomous) of right index finger initial encounter
S60470A,Other superficial bite of right index finger initial encounter
S60511A,Abrasion of right hand initial encounter
S60521A,Blister (nonthermal) of right hand initial encounter
S60541A,External constriction of right hand initial encounter
S60551A,Superficial foreign body of right hand initial encounter
S60561A,Insect bite (nonvenomous) of right hand initial encounter
S60571A,Other superficial bite of hand of right hand initial encounter
S60811A,Abrasion of right wrist initial encounter
S60821A,Blister (nonthermal) of right wrist initial encounter
S60841A,External constriction of right wrist initial encounter
S60851A,Superficial foreign body of right wrist initial encounter
S60861A,Insect bite (nonvenomous) of right wrist initial encounter
S60871A,Other superficial bite of right wrist initial encounter
S60911A,Unspecified superficial injury of right wrist initial encounter
S61011A,Laceration without foreign body of right thumb without damage to nail initial encounter
S61031A,Puncture wound without foreign body of right thumb without damage to nail initial encounter
S61051A,Open bite of right thumb without damage to nail initial encounter
S61101A,Unspecified open wound of right thumb with damage to nail initial encounter
S61111A,Laceration without foreign body of right thumb with damage to nail initial encounter
S61131A,Puncture wound without foreign body of right thumb with damage to nail initial encounter
S61151A,Open bite of right thumb with damage to nail initial encounter
S61200A,Unspecified open wound of right index finger without damage to nail initial encounter
S61210A,Laceration without foreign body of right index finger without damage to nail initial encounter
S61230A,Puncture wound without foreign body of right index finger without damage to nail initial encounter
S61250A,Open bite of right index finger without damage to nail initial encounter
S61300A,Unspecified open wound of right index finger with damage to nail initial encounter
S61310A,Laceration without foreign body of right index finger with damage to nail initial encounter
S61330A,Puncture wound without foreign body of right index finger with damage to nail initial encounter
S61350A,Open bite of right index finger with damage to nail initial encounter
S61401A,Unspecified open wound of right hand initial encounter
S61411A,Laceration without foreign body of right hand initial encounter
S61431A,Puncture wound without foreign body of right hand initial encounter
S61451A,Open bite of right hand initial encounter
S61501A,Unspecified open wound of right wrist initial encounter
S61511A,Laceration without foreign body of right wrist initial encounter
S61531A,Puncture wound without foreign body of right wrist initial encounter
S61551A,Open bite of right wrist initial encounter
S62001A,Unspecified fracture of navicular [scaphoid] bone of right wrist initial encounter for closed fracture
S62011A,Displaced fracture of distal pole of navicular [scaphoid] bone of right wrist initial encounter for closed fracture
S62021A,Displaced fracture of middle third of navicular [scaphoid] bone of right wrist initial encounter for closed fracture
S62031A,Displaced fracture of proximal third of navicular [scaphoid] bone of right wrist initial encounter for closed fracture
S62101A,Fracture of unspecified carpal bone right wrist initial encounter for closed fracture
S62111A,Displaced fracture of triquetrum [cuneiform] bone right wrist initial encounter for closed fracture
S62121A,Displaced fracture of lunate [semilunar] right wrist initial encounter for closed fracture
S62131A,Displaced fracture of capitate [os magnum] bone right wrist initial encounter for closed fracture
S62141A,Displaced fracture of body of hamate [unciform] bone right wrist initial encounter for closed fracture
S62151A,Displaced fracture of hook process of hamate [unciform] bone right wrist initial encounter for closed fracture
S62161A,Displaced fracture of pisiform right wrist initial encounter for closed fracture
S62171A,Displaced fracture of trapezium [larger multangular] right wrist initial encounter for closed fracture
S62181A,Displaced fracture of trapezoid [smaller multangular] right wrist initial encounter for closed fracture
